"Abbeville, LA Micro Area",1610,1796,1577,2530,2842,3983,3096,2159,659,753,358,251,997,985
"Dixon, IL Micro Area",1100,594,1041,1436,2134,1734,1937,1178,473,530,350,89,1308,1172
"Dodge City, KS Micro Area",1324,889,868,1018,1107,1828,2338,1138,485,588,257,127,2004,1651
"Dothan, AL Metro Area",3162,2592,3382,5869,8931,9053,8715,3843,1840,2181,1254,569,4121,4001
"Douglas, GA Micro Area",1450,776,652,1611,1747,3264,3221,1265,669,633,166,108,1306,1420
"Dover, DE Metro Area",3604,2407,3595,6960,7431,11036,9644,5590,2230,3266,1943,1037,5926,6142
"Dublin, GA Micro Area",731,796,1247,1602,2524,4550,2984,1689,851,688,322,106,1179,1393
"DuBois, PA Micro Area",2830,1594,2090,2936,4645,4029,3581,2537,1512,1480,771,268,2526,2315
"Dubuque, IA Metro Area",2012,1289,2979,3680,5763,6450,7519,3943,1730,2330,1166,618,4108,3465
"Duluth, MN-WI Metro Area",4167,3958,6717,10352,14362,16066,20449,11092,5367,6199,3331,1674,11010,10431
"Dumas, TX Micro Area",405,590,677,963,1017,792,1588,999,221,237,258,102,1123,815
"Duncan, OK Micro Area",831,725,1395,1512,2074,2884,3105,1588,571,708,358,99,1054,1394
"Dunn, NC Micro Area",2295,2919,3072,5574,6296,7430,4769,4214,1576,1373,1037,232,2772,2814
"Durango, CO Micro Area",750,477,1098,1823,2390,3463,5486,2559,1183,1841,804,367,1533,775
"Durant, OK Micro Area",710,522,1063,1845,1598,2443,3349,1300,647,824,232,186,1232,1319
"Durham-Chapel Hill, NC Metro Area",5160,5017,7137,15747,22005,32048,33675,32586,18112,17326,7456,3831,14896,14050
"Dyersburg, TN Micro Area",854,528,924,1389,2090,2501,2462,1113,556,538,276,157,1018,1281
"Eagle Pass, TX Micro Area",841,794,560,1014,1005,2036,3425,2845,985,1345,619,318,1308,1726
"East Liverpool-Salem, OH Micro Area",2647,2532,3102,4253,4618,4991,4894,3002,2011,2000,941,327,4497,4039
"Easton, MD Micro Area",733,428,627,1260,2017,1817,2729,2085,1109,1212,663,209,695,739
"East Stroudsburg, PA Micro Area",7413,3766,4408,6532,7109,6563,5815,5780,3289,4924,2087,1176,6772,5870
"Eau Claire, WI Metro Area",3903,3127,4929,5558,8414,10881,11311,5890,2720,3706,1818,1183,8493,7068
"Edwards, CO Micro Area",620,444,1186,3160,3354,3973,5173,3911,2161,3486,1132,430,2351,1076
"Effingham, IL Micro Area",408,420,733,1274,2222,3064,3234,1231,400,408,256,183,1359,1135
"El Campo, TX Micro Area",1296,944,958,1511,2338,3272,3063,1818,369,573,132,185,766,709
"El Centro, CA Metro Area",6153,3795,3380,3723,4291,6167,8267,4238,1932,2877,1594,811,3787,3196
"El Dorado, AR Micro Area",917,493,973,1591,2054,2482,2939,1211,479,662,209,169,1292,913
"Elizabeth City, NC Micro Area",1430,1174,1513,2931,2962,4113,3980,2107,1092,1258,532,289,1485,1716
"Elizabethtown, KY Metro Area",2465,2394,3723,4853,6142,7717,6545,4197,2099,2119,869,582,3291,3532
"Elk City, OK Micro Area",317,259,532,850,1063,1013,1894,985,525,591,196,158,524,597
"Elkhart-Goshen, IN Metro Area",10819,5928,7451,5646,7997,10223,10791,5953,2832,2978,1795,624,6333,5661
"Elko, NV Micro Area",3796,2388,1707,1792,2160,2016,2592,1619,827,1026,415,152,1737,2552
"Ellensburg, WA Micro Area",1091,601,742,1158,1568,1759,3033,1588,1205,953,532,293,1553,1333
"Elmira, NY Metro Area",1550,873,1500,3143,3621,6555,5984,3669,1463,1394,689,594,3631,2842
"El Paso, TX Metro Area",12861,12702,16998,27407,29824,51933,40660,33152,13517,18337,8641,4758,22113,21472
"Emporia, KS Micro Area",950,636,1183,999,1587,1634,2485,1677,832,727,487,281,2231,1642
"Enid, OK Micro Area",1073,932,1531,2265,2515,3947,4941,3041,960,1713,546,297,2240,1720
"Enterprise-Ozark, AL Micro Area",2927,2495,3154,3572,4978,6729,5214,2283,932,1349,753,412,2850,3474
"Erie, PA Metro Area",4040,2632,5385,9225,14562,16276,18655,11532,6152,5712,3000,1573,11643,11495
"Escanaba, MI Micro Area",564,291,645,978,1895,1878,2482,1279,703,768,272,192,1528,1480
"Espanola, NM Micro Area",237,566,870,1466,2087,2545,2793,1235,634,795,306,155,675,575
"Eufaula, AL-GA Micro Area",622,336,598,1307,1346,1435,846,329,229,479,174,114,838,890
"Eugene-Springfield, OR Metro Area",6246,3207,5291,8343,13783,17562,22270,16722,9527,10896,5151,2733,11906,9675
"Eureka-Arcata-Fortuna, CA Micro Area",2254,1115,1847,2702,3366,6114,9377,7617,4068,4907,2127,918,4255,3471
"Evanston, WY Micro Area",544,301,486,1029,1011,1110,1483,728,406,560,417,145,696,815
"Evansville, IN-KY Metro Area",7976,6437,10670,16789,19992,22920,21853,10875,5014,6126,3760,1632,15442,14501
"Fairbanks, AK Metro Area",1534,1508,3663,4623,4435,5648,8035,3644,2666,3015,1335,645,2949,3296
"Fairmont, MN Micro Area",331,318,607,713,1248,1479,1735,757,382,246,263,51,744,738
"Fairmont, WV Micro Area",1052,901,1254,2002,2649,3080,3407,1939,1214,1076,750,257,1970,2223
"Fajardo, PR Metro Area",1702,1334,1204,1842,2175,3461,2399,1229,570,776,420,435,1536,1407
"Fallon, NV Micro Area",433,427,585,1130,1309,1490,1840,810,322,272,151,68,698,561
"Fargo, ND-MN Metro Area",2765,2066,4969,6659,12945,17967,23089,10713,5580,5467,2893,1470,9146,9203
"Faribault-Northfield, MN Micro Area",1436,1341,2058,2754,2885,3775,3754,2315,1062,1230,678,394,2836,2091
"Farmington, MO Micro Area",1785,1471,1429,2307,2500,3252,3450,1289,751,719,775,154,2144,2008
"Farmington, NM Metro Area",2841,2884,4156,5224,5947,7055,7102,3789,1605,2378,1434,535,2551,2880
"Fayetteville, NC Metro Area",8531,11172,13274,15286,15062,23502,18829,12550,6549,7155,3295,2093,8510,10900
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",7807,7202,9419,18033,24222,38859,31050,16292,6685,9047,4434,2198,13798,14361
"Fergus Falls, MN Micro Area",895,1028,1484,2092,2754,3588,4488,2488,1111,1005,595,131,1900,1877
"Fernley, NV Micro Area",1448,779,1004,2603,1522,3027,2206,1094,375,439,462,393,1653,1262
"Findlay, OH Micro Area",1348,1133,2394,2773,3250,4357,5281,2559,1389,1813,619,620,3317,3793
"Fitzgerald, GA Micro Area",467,299,371,849,989,1701,1586,791,150,444,149,48,418,780
"Flagstaff, AZ Metro Area",2717,1865,2520,3833,5387,6853,9909,5581,2889,5000,2315,755,6196,4019
"Flint, MI Metro Area",6668,6115,7856,12031,13910,21045,19206,14810,7909,9270,4188,1926,14492,13544
"Florence, SC Metro Area",3291,2219,4163,6856,8789,13782,12352,8782,4223,3983,2037,706,4610,5682
"Florence-Muscle Shoals, AL Metro Area",3021,2865,3429,6312,6274,8623,8938,4263,1872,2265,1153,527,4590,4748
"Fond du Lac, WI Metro Area",3185,2914,3684,4667,6083,6426,5632,3330,1452,1794,868,518,5219,4248
"Forest City, NC Micro Area",912,721,1360,2217,2631,3343,3593,2268,1031,1303,547,153,1703,2071
"Forrest City, AR Micro Area",969,415,379,703,1203,1499,1126,600,260,428,117,48,666,583
"Fort Collins-Loveland, CO Metro Area",3836,3971,6937,10502,14048,20043,21961,14462,10169,10793,4212,1551,10282,9687
"Fort Dodge, IA Micro Area",679,630,907,1520,2151,1910,2950,1304,527,702,212,252,1590,1602
"Fort Leonard Wood, MO Micro Area",2063,1690,1868,1909,2249,2429,1402,964,566,815,147,302,900,992
"Fort Madison-Keokuk, IA-MO Micro Area",1246,1042,915,1710,2138,2130,2548,1559,470,383,464,192,2155,1584
"Fort Morgan, CO Micro Area",967,793,669,939,1332,1899,1670,812,229,361,340,88,1063,814
"Fort Payne, AL Micro Area",2173,2288,1996,3144,2817,4011,2926,1614,523,861,389,141,2135,1712
"Fort Polk South, LA Micro Area",1965,1654,2761,3169,2292,3073,2109,1246,793,701,506,169,998,1090
"Fort Smith, AR-OK Metro Area",5897,4495,6402,10949,12615,18429,18787,8380,3850,4847,2588,1168,10054,9326
"Fort Valley, GA Micro Area",555,751,527,891,1211,1682,1396,776,366,679,295,251,679,901
"Fort Wayne, IN Metro Area",7031,5566,9235,14736,24139,23733,31649,13201,7928,8595,4927,2326,14925,15544
"Frankfort, IN Micro Area",740,849,1076,1687,1230,1831,1438,1090,396,308,411,117,1737,1350
"Frankfort, KY Micro Area",794,839,1159,2513,3600,5737,6406,2487,1254,1405,1023,472,1676,2580
"Fredericksburg, TX Micro Area",462,256,467,608,955,1801,2173,1060,398,956,457,105,516,486
"Freeport, IL Micro Area",687,830,1024,1732,2201,2866,2840,1700,683,703,370,166,2329,2201
"Fremont, NE Micro Area",953,598,1167,1766,2065,2263,2743,1525,567,543,344,72,1651,1324
"Fremont, OH Micro Area",1465,845,2005,2509,3029,3322,2941,2229,1107,1044,466,133,2979,3358
"Fresno, CA Metro Area",18610,17536,16360,30846,31216,51714,40140,36590,12236,17001,9304,4688,23425,23016
"Gadsden, AL Metro Area",2597,1890,2795,4261,4586,5207,4222,2323,1080,1112,756,489,3019,3466
"Gaffney, SC Micro Area",1110,949,1093,1850,1805,2264,2916,1315,727,933,415,150,1832,2625
"Gainesville, FL Metro Area",2833,2100,4125,6817,9979,17147,17140,11368,7955,9998,5064,2044,8863,9063
"Gainesville, GA Metro Area",2443,2891,3325,7143,7135,15798,9430,6609,3356,4303,1996,328,4755,6028
"Gainesville, TX Micro Area",1327,794,910,1517,1784,2183,2365,1422,560,596,357,170,1450,1192
"Galesburg, IL Micro Area",1649,917,1781,2066,3026,3669,4152,2788,1347,1274,589,296,2943,2446
"Gallup, NM Micro Area",660,635,515,1570,2040,4311,5317,1808,622,671,546,154,779,981
"Garden City, KS Micro Area",1310,1290,465,990,1514,2160,3598,1496,520,916,283,420,1227,1567
"Gardnerville Ranchos, NV Micro Area",828,481,932,1771,2117,2963,2590,1901,1434,1179,583,294,1371,1194
"Georgetown, SC Micro Area",552,920,768,1442,2493,3147,2610,2309,1372,1691,534,330,1375,1305
"Gettysburg, PA Micro Area",3510,2588,3667,5180,6544,5619,4966,3451,1825,1732,859,675,4066,3787
"Gillette, WY Micro Area",2132,1806,2358,2420,3309,3508,2602,1211,1343,652,260,85,1008,1673
"Glasgow, KY Micro Area",1562,817,1445,2912,3377,2824,2205,1348,434,535,380,193,1578,1528
"Glens Falls, NY Metro Area",2496,2183,2979,4877,6346,7552,7869,5332,2839,2748,1141,716,5298,4033
"Gloversville, NY Micro Area",1214,982,1583,1683,2849,3184,2487,1877,1023,701,479,374,2383,1757
"Goldsboro, NC Metro Area",2552,1601,2245,5080,7225,8100,7093,3775,1872,2107,1041,554,4386,4195
"Granbury, TX Micro Area",1127,1394,1819,2687,2336,4249,2845,2297,777,1249,529,306,1046,1639
"Grand Forks, ND-MN Metro Area",1182,1025,2101,2727,5416,6821,11506,5046,2091,2402,1262,737,3614,4729
"Grand Island, NE Micro Area",2136,1621,1978,2652,3112,4344,6675,2856,1599,1438,502,450,3279,2993
"Grand Junction, CO Metro Area",3664,1932,3405,3972,8066,9233,10404,5905,3557,3467,1762,914,4222,3538
"Grand Rapids-Wyoming, MI Metro Area",14895,11152,15546,26603,32498,46745,48714,33494,17514,17922,8195,4499,29591,29172
"Grants, NM Micro Area",362,534,416,609,601,1378,1415,907,177,325,187,77,630,578
"Grants Pass, OR Micro Area",1257,756,1182,2519,2364,4791,3465,2951,1276,1609,1113,448,2063,1541
"Great Bend, KS Micro Area",493,544,654,809,1164,2074,3231,1356,425,596,208,138,449,1057
"Great Falls, MT Metro Area",1325,689,1573,2437,4043,5978,8184,3223,2132,1792,1116,564,2017,2686
"Greeley, CO Metro Area",5511,5949,7349,11736,13324,16477,13682,9219,4575,5376,2369,1218,7125,8427
"Green Bay, WI Metro Area",9797,7533,9554,13123,18463,20465,19142,10397,5376,5533,3222,1814,12136,11579
"Greeneville, TN Micro Area",1650,936,1749,2607,2985,3612,4317,1473,828,857,396,279,2258,2538
"Greensboro-High Point, NC Metro Area",9080,7909,12071,21752,34584,49965,51529,36482,16933,16613,8572,3990,21065,25847
"Greensburg, IN Micro Area",542,712,950,1578,1184,1485,1114,538,356,118,177,90,1143,1347
"Greenville, MS Micro Area",616,427,588,1403,2058,2579,2744,1505,600,933,384,140,1120,1349
"Greenville, NC Metro Area",3223,1929,2683,7267,7591,14153,13781,7684,4166,5096,2487,985,6355,7276
"Greenville, OH Micro Area",1278,1204,1643,2095,2309,3300,2827,1539,735,810,527,209,1788,1954
"Greenville-Mauldin-Easley, SC Metro Area",8043,6558,9117,19756,25715,44183,43274,32047,14692,14698,6872,3082,19597,23859
"Greenwood, MS Micro Area",363,419,561,898,1656,2892,2656,1015,427,344,98,62,390,602
"Greenwood, SC Micro Area",1145,641,994,2008,3144,4194,4090,3529,894,1007,761,384,1618,2147
"Grenada, MS Micro Area",440,423,582,959,1213,1163,1049,752,294,146,201,20,652,543
"Guayama, PR Metro Area",1471,850,1235,1998,2623,4004,2416,1002,226,720,383,189,1630,963
"Gulfport-Biloxi, MS Metro Area",6682,5302,8318,11861,13732,15698,12763,6559,3570,4987,2851,1317,7009,8267
"Guymon, OK Micro Area",506,508,743,657,696,1168,1536,792,327,257,61,37,1383,741
"Hagerstown-Martinsburg, MD-WV Metro Area",10123,6330,7779,11608,12561,14553,11935,9982,4335,4934,2367,1349,9822,10401
"Hammond, LA Micro Area",5410,3127,3094,4580,5184,7055,5879,3805,1408,2133,1283,555,2925,3208
"Hanford-Corcoran, CA Metro Area",3377,5169,3782,6276,4722,8085,5671,3173,1254,1651,1006,695,4267,4589
"Hannibal, MO Micro Area",774,924,1031,1495,2146,2409,2622,1297,473,608,284,181,1028,1569
"Harriman, TN Micro Area",1414,1156,1363,1877,2168,2839,2683,1887,928,760,419,220,1915,1398
"Harrisburg, IL Micro Area",434,371,736,624,924,1394,1503,551,279,257,160,111,809,706
"Harrisburg-Carlisle, PA Metro Area",10166,8280,12621,22008,29860,40326,36970,26008,14280,12758,5747,3623,18472,19237
"Harrison, AR Micro Area",819,478,631,1450,2093,2922,3387,1348,498,769,454,156,1362,1313
"Harrisonburg, VA Metro Area",3013,2033,2359,4232,4616,7813,8181,6025,2490,2685,1407,703,4403,4696
"Hartford-West Hartford-East Hartford, CT Metro Area",14607,13328,21903,45088,62688,87379,77875,73007,39111,34660,13439,6817,41931,36009
"Hastings, NE Micro Area",593,556,1204,1299,2114,2411,3517,1789,963,567,390,126,915,1552
"Hattiesburg, MS Metro Area",3005,2218,2691,5934,7372,9844,9399,4278,2220,2763,1558,466,3773,4915
"Havre, MT Micro Area",132,138,200,286,788,869,2095,679,381,346,207,98,422,473
"Hays, KS Micro Area",307,175,442,935,1703,1939,3663,1418,572,782,460,174,1700,1617
"Heber, UT Micro Area",357,389,345,761,1334,1522,1152,1367,648,669,431,155,534,420
"Helena, MT Micro Area",817,576,1251,1812,3784,6229,8028,4245,2424,1467,968,690,1691,1851
"Helena-West Helena, AR Micro Area",411,207,581,554,1060,1128,1083,414,177,357,141,11,407,526
"Henderson, NC Micro Area",807,513,842,2201,1486,3433,1837,1449,529,447,215,184,1434,1246
"Hereford, TX Micro Area",477,374,517,579,682,1302,1513,694,159,364,86,92,304,458
"Hickory-Lenoir-Morganton, NC Metro Area",4983,5818,8104,16295,18176,20704,21572,14409,6086,6194,3431,1360,11581,11845
"Hilo, HI Micro Area",5134,3282,4333,7468,9696,13106,7664,5528,2771,3098,2068,689,5562,3944
"Hilton Head Island-Beaufort, SC Micro Area",3927,1944,3420,6641,8301,11744,9072,9484,5185,5785,1938,826,5011,3472
"Hinesville-Fort Stewart, GA Metro Area",2658,3850,4070,3818,3271,4300,3157,1391,1322,1444,787,195,1702,1636
"Hobbs, NM Micro Area",2212,2191,1916,3234,2434,3250,3338,2213,771,948,485,194,1141,1153
"Holland-Grand Haven, MI Metro Area",4343,3312,6526,10191,13589,17475,16814,10862,6169,5783,2451,1749,10726,10673
"Homosassa Springs, FL Micro Area",1826,1649,1498,3794,4631,5536,5873,4566,2122,2999,1056,780,2600,2646
"Honolulu, HI Metro Area",32176,31356,39772,55751,53219,60436,36799,34618,16619,23485,11189,6215,30807,26893
"Hood River, OR Micro Area",447,264,378,706,1052,1911,1672,1007,405,717,192,281,499,474
"Hope, AR Micro Area",864,785,438,1057,1444,1922,1660,1447,187,382,129,66,1023,1261
"Hot Springs, AR Metro Area",1156,1079,1841,2867,3910,6294,6466,3230,1529,2041,887,425,2712,2781
"Houghton, MI Micro Area",393,194,684,733,1417,1448,3068,1527,967,1164,525,335,1296,1403
"Houma-Bayou Cane-Thibodaux, LA Metro Area",7071,5803,7310,8686,11503,12755,12239,6523,2367,2986,1417,660,4465,4817
"Houston-Sugar Land-Baytown, TX Metro Area",118513,122370,156472,308779,294977,430707,286958,278211,119137,156583,66328,26513,144096,155514
"Hudson, NY Micro Area",811,835,1063,2074,3141,4013,4534,3286,1882,1643,451,358,1874,1341
"Humboldt, TN Micro Area",1109,556,1054,1905,2651,3781,2867,1490,516,592,163,75,1066,1256
"Huntingdon, PA Micro Area",1571,979,973,1652,1871,2233,2116,1311,704,662,374,200,1782,1497
"Huntington, IN Micro Area",922,621,1001,1861,2080,1806,1610,1108,607,702,327,216,2011,1899
"Huntington-Ashland, WV-KY-OH Metro Area",4366,3296,4251,8429,11095,15936,16107,11534,5433,5751,2773,1349,9537,9639
"Huntsville, AL Metro Area",7314,7544,10485,16836,23026,34387,27813,15786,7482,8545,4847,2048,10595,11215
"Huntsville, TX Micro Area",1090,820,811,1525,2288,3557,3709,1188,212,987,444,287,2730,1764
"Huron, SD Micro Area",299,313,381,424,777,1412,2047,618,367,375,198,59,743,694
"Hutchinson, KS Micro Area",1028,806,1226,1974,2765,4168,5670,2261,1095,1430,430,258,2427,2531
"Hutchinson, MN Micro Area",841,946,1297,1644,1939,2477,2384,1566,548,634,373,173,1498,1481
"Idaho Falls, ID Metro Area",1845,2495,3386,3847,5239,6771,9863,6254,3185,3320,1636,918,2688,3526
"Indiana, PA Micro Area",2164,1451,2249,3066,3884,4553,4805,3255,1907,1666,950,555,3501,2772
"Indianapolis-Carmel, IN Metro Area",25703,23728,33702,71301,87521,135147,106236,84340,41571,42581,20507,9067,55581,63858
"Indianola, MS Micro Area",416,351,272,712,1093,1454,1412,581,203,267,135,48,484,561
"Iowa City, IA Metro Area",2135,1659,2911,5329,7904,11955,13317,8014,4171,4965,2616,1384,7617,6795
"Iron Mountain, MI-WI Micro Area",670,526,831,906,1404,1797,2156,903,338,730,428,107,1020,942
"Ithaca, NY Metro Area",830,633,1046,1702,3151,5676,5479,6030,4986,4633,2176,1029,4331,3690
"Jackson, MI Metro Area",3146,2506,4006,4928,6961,8294,8769,5130,2416,3221,1514,943,5574,5518
"Jackson, MS Metro Area",7847,5284,8439,23291,30193,46751,35901,20581,7395,9461,4766,1927,12492,14822
"Jackson, TN Metro Area",1744,1452,1844,4623,5914,6895,7292,3845,1719,2414,1380,292,3418,4048
"Jackson, WY-ID Micro Area",279,230,438,1234,1055,2848,2523,2191,1439,1099,423,100,1620,606
"Jacksonville, FL Metro Area",21626,19498,27695,53366,61056,93500,75787,67916,33565,34473,16666,8896,39237,38938
"Jacksonville, IL Micro Area",603,536,975,1385,2304,3110,3348,1303,445,809,284,118,1580,1521
"Jacksonville, NC Metro Area",4935,6488,7793,11126,11107,10147,7403,4693,2775,2746,1886,883,4563,4006
"Jacksonville, TX Micro Area",1235,599,796,1221,1665,5626,2019,1948,460,614,358,213,1033,908
"Jamestown, ND Micro Area",335,244,486,782,1215,1193,2306,1086,342,591,164,73,676,718
"Jamestown-Dunkirk-Fredonia, NY Micro Area",2501,1667,3151,3800,5893,6580,8209,5282,2831,2856,1648,598,5688,4952
"Janesville, WI Metro Area",4350,3637,4790,5497,7378,9889,8820,5530,2178,3098,1703,684,6729,6283
"Jasper, IN Micro Area",1318,1670,2537,3093,3202,3317,3772,1309,792,828,441,186,1717,1727
"Jayuya, PR Micro Area",309,150,322,536,582,664,485,317,54,77,60,14,441,230
"Jefferson City, MO Metro Area",2029,2236,3732,6628,9869,12885,12563,5205,1810,2258,1023,391,4044,3863
"Jennings, LA Micro Area",1010,628,854,1235,1126,2277,1226,882,284,317,196,52,865,628
"Jesup, GA Micro Area",652,547,604,848,1461,2285,1400,944,478,443,112,35,282,459
"Johnson City, TN Metro Area",2255,2287,3836,6479,7312,13736,11470,9622,3365,4119,2232,1072,6681,7067
"Johnstown, PA Metro Area",3443,2166,2702,5242,5960,7405,7105,5850,3034,2880,1202,883,5464,4751
"Jonesboro, AR Metro Area",2156,1351,2331,3840,6206,7944,8868,3835,1638,2795,1011,302,3676,3317
"Joplin, MO Metro Area",3419,2646,3778,5442,8038,10642,12434,5505,3126,3624,1906,914,6063,7326
"Juneau, AK Micro Area",430,315,398,646,1778,2959,3404,2480,845,1085,655,234,755,496
"Kahului-Wailuku, HI Micro Area",3618,2837,3695,6998,9096,11335,6839,5584,3001,3886,2195,908,6435,4356
"Kalamazoo-Portage, MI Metro Area",4112,3545,5976,10093,14821,21434,23229,12714,7437,7435,3506,2611,12044,12924
"Kalispell, MT Micro Area",1254,701,1160,1920,3271,4747,8288,4161,3841,2519,973,533,2343,2106
"Kankakee-Bradley, IL Metro Area",3567,1812,2781,4752,5285,5704,5672,4051,1839,2276,1164,592,4400,3339
"Kansas City, MO-KS Metro Area",31979,28261,45568,83540,102796,152579,138555,102356,48641,49834,22218,11075,62306,69023
"Kapaa, HI Micro Area",1504,909,1353,2783,3631,4900,3248,2654,1613,2211,700,330,1986,1985
"Kearney, NE Micro Area",678,676,1642,1884,2835,3306,5853,2763,1017,1319,493,289,2275,2419
"Keene, NH Micro Area",1596,1012,1758,3153,4555,4615,4878,3913,1839,1873,958,665,3309,2278
"Kendallville, IN Micro Area",2259,1242,1685,1717,2426,2252,2114,1168,505,483,332,119,1754,2290
"Kennett, MO Micro Area",666,724,522,828,1032,1776,1547,1200,346,269,121,139,751,990
"Kennewick-Pasco-Richland, WA Metro Area",5859,6706,8614,11791,12988,12687,13383,7635,4290,4949,2663,1536,6492,6789
"Kerrville, TX Micro Area",506,551,693,1216,2288,3363,3618,1714,1034,1136,510,277,1136,966
"Ketchikan, AK Micro Area",133,169,256,731,1008,903,1232,628,281,262,116,59,228,518
"Key West, FL Micro Area",1034,792,867,2062,2660,4807,4925,5809,2023,3252,1425,715,2111,2317
"Kill Devil Hills, NC Micro Area",581,385,382,1152,1407,1924,2576,2536,1453,1764,640,109,939,771
"Killeen-Temple-Fort Hood, TX Metro Area",8445,12440,19081,18957,20136,26042,20824,11261,7955,6610,3466,1767,8561,10615
"Kingsport-Bristol-Bristol, TN-VA Metro Area",4857,4095,7981,10730,12093,18613,18472,11770,5046,6513,2761,1390,8825,9830
"Kingston, NY Metro Area",2721,2089,3207,5711,8063,10612,10083,10319,6952,4598,2611,1275,5675,5487
"Kingsville, TX Micro Area",574,472,269,1297,1104,2427,2037,1850,333,822,331,192,715,906
"Kinston, NC Micro Area",1088,701,1483,2520,3095,3261,3251,1753,759,955,449,352,1822,1458
"Kirksville, MO Micro Area",597,307,332,703,1015,1544,2358,998,623,736,310,239,1079,1321
"Klamath Falls, OR Micro Area",1156,1256,1522,1800,2480,3359,4199,2093,954,1263,690,306,2247,1531
"Knoxville, TN Metro Area",9623,8304,13294,22580,29508,51121,51166,33399,16316,17306,8811,2879,21042,22296
"Kodiak, AK Micro Area",97,101,160,568,726,1060,1223,784,337,360,203,55,433,764
"Kokomo, IN Metro Area",1752,1149,2240,3316,4125,5147,4941,3425,1863,1921,982,450,4171,3993
"Laconia, NH Micro Area",938,845,1343,2728,3841,4646,3954,2967,1775,1512,605,170,2011,1249
"La Crosse, WI-MN Metro Area",2865,2325,3818,4892,6901,10322,11034,4840,2424,2771,1413,851,7071,6007
"Lafayette, IN Metro Area",2635,2838,4425,5352,8506,11548,13603,8460,5048,6665,3452,1698,8176,8911
"Lafayette, LA Metro Area",6582,4469,5573,11753,14955,24972,17350,11609,5352,5580,3067,1369,7387,8009
"La Follette, TN Micro Area",693,611,869,1432,1863,1340,1572,1181,426,407,343,148,871,1432
"La Grande, OR Micro Area",338,362,487,892,1248,1172,1610,1151,380,505,281,113,887,549
"LaGrange, GA Micro Area",1192,541,1501,2321,3061,4080,3944,2019,1217,1599,637,273,1786,2396
"Lake Charles, LA Metro Area",4897,4687,6181,8175,9921,13258,10350,6421,2099,3891,1669,670,5346,6720
"Lake City, FL Micro Area",1184,524,1517,2171,2550,3352,3610,1679,1020,1054,306,334,1868,1448
"Lake Havasu City-Kingman, AZ Metro Area",4583,3373,3967,4267,6531,7047,9580,5412,2728,3396,2181,760,6017,5809
"Lakeland-Winter Haven, FL Metro Area",11404,8922,10797,21795,22764,38149,34876,19930,8720,10707,5697,2268,15968,15697
"Lamesa, TX Micro Area",127,289,345,257,528,519,936,574,266,179,99,13,111,402
"Lancaster, PA Metro Area",11929,9430,14795,24027,28188,32908,30302,19928,10568,9043,5144,2852,18123,18417
"Lancaster, SC Micro Area",1068,1449,1368,2755,2772,4528,4075,2792,1313,1569,724,132,2419,1920
"Lansing-East Lansing, MI Metro Area",6541,5464,8994,13192,17583,27859,32289,21571,13279,12014,7122,3070,17856,17953
"Laramie, WY Micro Area",407,382,581,1089,1708,2232,4009,1739,911,1268,596,347,1447,1407
"Laredo, TX Metro Area",3417,2177,2159,3953,5838,14502,15242,11859,7344,7968,3089,1180,6173,5960
"Las Cruces, NM Metro Area",2591,2875,3615,6636,7156,11724,14737,10773,3570,4660,2031,1021,5680,5310
"Las Vegas, NM Micro Area",125,177,551,838,1031,1780,2399,1108,343,594,95,119,695,404
"Las Vegas-Paradise, NV Metro Area",62076,38478,39772,72476,67973,100600,81993,79366,37211,54547,28053,16954,88645,95401
"Laurel, MS Micro Area",2254,2107,2616,3265,4517,5193,4255,1661,527,1045,581,145,2030,2107
