"Abbeville, LA Micro Area",1610,1796,1577,2530,2842,3983,3096,2159,659,753,358,251,997,985
"Raleigh-Cary, NC Metro Area",13231,11716,16508,43525,53582,85505,74811,67433,37899,36768,14823,6027,29087,30357
"Rapid City, SD Metro Area",2237,1664,3095,5015,8106,10123,10720,4662,2274,2823,1449,825,4022,4188
"Raymondville, TX Micro Area",100,282,247,442,511,1463,922,530,130,234,75,3,246,315
"Reading, PA Metro Area",9051,8353,10968,18723,20561,25632,21222,15290,9130,7982,3728,2194,16285,15452
"Red Bluff, CA Micro Area",1471,1169,1463,1737,2245,2661,2879,1673,850,936,507,358,1582,1479
"Redding, CA Metro Area",2979,1661,3318,4576,6580,9915,9999,5259,3468,4035,1922,1403,3596,4133
"Red Wing, MN Micro Area",1212,1188,1724,2331,2412,3114,2839,1655,811,898,413,365,1945,1283
"Reno-Sparks, NV Metro Area",9098,7434,9354,16061,19281,26144,24570,19503,10409,13094,5593,2889,15474,14474
"Rexburg, ID Micro Area",747,409,510,956,1416,2604,3892,2011,1144,1329,553,438,2152,1568
"Richmond, IN Micro Area",1216,1191,1430,2313,2991,3769,4138,2049,1053,1037,788,309,2898,2638
"Richmond, VA Metro Area",17466,15012,20461,49384,59657,85269,82059,73431,38463,35673,14101,6800,35914,37448
"Richmond-Berea, KY Micro Area",1895,981,1912,3790,4224,6137,6651,3287,1693,2121,1280,745,4219,4098
"Rio Grande City-Roma, TX Micro Area",948,558,505,1418,1581,3094,3326,2471,714,1011,333,336,1178,949
"Riverside-San Bernardino-Ontario, CA Metro Area",153470,101643,96855,150890,141539,200376,137594,137095,59694,90020,46506,24275,117040,113511
"Riverton, WY Micro Area",663,513,842,1028,1606,2551,3942,1808,714,1020,371,171,1014,1019
"Roanoke, VA Metro Area",4723,3319,5387,11496,15072,21223,22557,15200,6801,8430,3313,2104,9117,10318
"Roanoke Rapids, NC Micro Area",1434,1026,1158,2188,3094,3289,3425,2745,1259,1261,372,396,2187,2137
"Rochelle, IL Micro Area",1870,1416,1845,2322,2586,3123,2909,1878,824,691,501,259,2264,1879
"Rochester, MN Metro Area",3151,2676,4750,8702,12353,17173,13935,7804,3643,3616,2080,929,6685,6486
"Rochester, NY Metro Area",12489,11969,21764,34669,53507,72179,69829,52120,31452,26387,11312,6489,37779,33035
"Rockford, IL Metro Area",7340,7843,9020,12664,16561,18292,20291,12077,6207,6154,3518,1672,13986,12356
"Rockingham, NC Micro Area",654,487,627,1474,1704,1951,2634,1676,854,606,228,132,1350,1245
"Rockland, ME Micro Area",1072,772,828,1570,1980,2796,2428,1937,887,707,399,151,1202,786
"Rock Springs, WY Micro Area",1554,1176,1631,1564,2824,2640,2857,1609,1037,1382,364,236,1201,1477
"Rocky Mount, NC Metro Area",2688,1993,2828,5101,6702,9554,9316,5252,2474,2531,1247,709,5049,5089
"Rolla, MO Micro Area",690,626,997,1106,1743,2086,3371,1817,891,1043,514,208,1419,1457
"Rome, GA Metro Area",1079,1376,1884,2842,3716,5924,5861,3318,1785,1911,923,588,2834,3800
"Roseburg, OR Micro Area",2857,1579,1783,2942,3503,4553,5250,2436,2105,2093,1263,613,2945,3169
"Roswell, NM Micro Area",1226,1050,1476,1873,2274,3910,4960,2283,1128,1315,519,411,1080,1846
"Ruidoso, NM Micro Area",205,261,158,498,662,1516,1450,868,430,585,211,127,494,412
"Russellville, AR Micro Area",2610,1325,1710,3196,3302,5080,5523,2541,1398,1291,564,271,3432,3181
"Ruston, LA Micro Area",962,844,1103,2053,2781,4738,3209,1552,681,1721,567,230,2420,2025
"Rutland, VT Micro Area",917,801,1612,2377,3380,4050,4445,2993,1422,1356,624,351,2374,1640
"Sacramento--Arden-Arcade--Roseville, CA Metro Area",39613,29154,41517,69230,87292,125302,114363,96184,48098,58297,30903,14007,60693,55467
"Safford, AZ Micro Area",1756,1255,1185,1098,1443,1934,1722,890,374,687,361,34,1006,1040
"Saginaw-Saginaw Township North, MI Metro Area",3160,2385,3793,5573,7374,9952,10802,7067,4424,4410,2414,1579,7078,5923
"St. Cloud, MN Metro Area",5132,3525,4796,7113,10083,14179,14343,6549,2904,3544,1926,1274,8709,8207
"St. George, UT Metro Area",2445,1509,2472,2604,3692,5478,6696,6499,3272,4585,1668,981,3548,3989
"St. Joseph, MO-KS Metro Area",2851,2224,3563,4865,6685,7541,8056,3696,2149,2178,1406,647,5601,4974
"St. Louis, MO-IL Metro Area",48444,48949,71148,127285,141750,187036,159939,126694,66070,65899,31167,14963,94046,93262
"St. Marys, GA Micro Area",1019,869,1171,2953,3825,3758,2321,1436,708,1030,691,204,1082,1248
"St. Marys, PA Micro Area",556,510,998,1087,2516,1691,1681,987,443,485,298,85,1728,1466
"Salem, OR Metro Area",6510,6267,8093,15877,18038,22985,21649,12322,6748,6880,4422,2001,11557,9972
"Salina, KS Micro Area",1328,1097,2097,1678,3320,3486,5523,2647,1183,1308,556,374,2408,2983
"Salinas, CA Metro Area",9133,8437,8358,17126,15593,24359,20973,18450,7068,10787,6174,2333,10859,8826
"Salisbury, MD Metro Area",2056,1067,2656,4138,5043,8325,8330,5859,2439,2500,856,701,4420,4507
"Salisbury, NC Micro Area",2523,2246,3230,5054,5846,7985,8086,5235,2087,2612,1395,722,4362,3883
"Salt Lake City, UT Metro Area",21503,16472,26331,38803,53157,68390,67801,59608,36265,35834,15236,8119,36901,34640
"San Angelo, TX Metro Area",2132,1605,2492,3262,5656,7002,10280,4599,2087,2596,1434,534,3541,4187
"San Antonio-New Braunfels, TX Metro Area",41779,32175,45444,94590,107893,156027,110861,88590,43247,52887,25807,12123,60360,60199
"San Diego-Carlsbad-San Marcos, CA Metro Area",56304,54988,75016,126570,144378,191418,151804,143247,78703,99596,40913,19454,87639,71499
"Sandusky, OH Metro Area",1191,1051,1654,2371,3471,4791,4142,3155,1896,1951,908,545,2976,3819
"Sanford, NC Micro Area",759,920,1913,3005,3197,4135,3378,1671,755,906,275,209,1855,1477
"San Francisco-Oakland-Fremont, CA Metro Area",62303,51119,63626,131293,149806,279006,249082,305923,154908,189291,79943,30635,119592,97625
"San Germán-Cabo Rojo, PR Metro Area",1515,1516,1760,3523,4322,7134,3701,2138,598,1143,494,470,2143,1361
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",20992,19866,26769,53945,57863,103559,100950,117885,76340,109989,36610,12808,46548,36302
"San Juan-Caguas-Guaynabo, PR Metro Area",43802,38814,45010,97462,92692,131780,74061,61217,25073,33107,15072,10724,44301,36894
"San Luis Obispo-Paso Robles, CA Metro Area",4201,3006,4544,8243,10917,14682,16861,14384,6869,8416,4155,1741,6985,7214
"Santa Barbara-Santa Maria-Goleta, CA Metro Area",6061,5260,8243,16603,16657,23007,25502,20117,11298,15740,6366,3452,11393,11168
"Santa Cruz-Watsonville, CA Metro Area",3362,3658,4409,9280,10347,14241,14000,14546,7514,12586,5138,2417,8658,6477
"Santa Fe, NM Metro Area",1274,1044,1971,4023,5847,10415,12696,7182,4228,5119,2160,793,3408,2868
"Santa Isabel, PR Micro Area",473,356,339,914,1029,1123,732,315,125,210,160,119,357,403
"Santa Rosa-Petaluma, CA Metro Area",9067,7303,10170,15720,18396,26897,26851,27884,14301,17060,7398,3734,14026,11649
"Sault Ste. Marie, MI Micro Area",454,409,820,800,1305,1788,2790,1035,640,778,474,247,1461,1112
"Savannah, GA Metro Area",5950,6065,7332,12127,16204,25049,18990,17759,7037,8811,4445,1717,10187,9686
"Sayre, PA Micro Area",1355,1742,1723,3004,2914,3443,3466,1809,931,754,469,274,2162,1813
"Scottsbluff, NE Micro Area",790,403,1111,1213,2173,2464,3634,1471,450,852,390,194,1011,1237
"Scottsboro, AL Micro Area",1267,1909,2189,2511,2429,2775,2137,1189,534,761,372,225,1214,1588
"Scottsburg, IN Micro Area",863,445,487,1070,905,1008,831,605,179,472,306,35,1032,1247
"Scranton--Wilkes-Barre, PA Metro Area",8759,6907,13249,21037,25878,29810,33319,28485,15708,12738,5925,3272,21533,20495
"Seaford, DE Micro Area",3027,2120,3681,7311,9055,13000,11129,8592,4248,4328,2274,1057,6407,5611
"Searcy, AR Micro Area",1507,1627,2738,3139,3248,5618,4377,2466,841,1077,464,326,1866,2028
"Seattle-Tacoma-Bellevue, WA Metro Area",87016,72088,91401,145896,158575,211697,176417,167922,104232,131649,54297,25492,110534,88924
"Sebastian-Vero Beach, FL Metro Area",1281,1239,1502,3488,4514,8301,7704,7645,3649,3357,1663,709,2727,2441
"Sebring, FL Micro Area",1074,1074,1171,3109,3317,5454,3866,2933,1377,1745,485,414,1979,1974
"Sedalia, MO Micro Area",1053,623,969,1596,1961,2630,2377,1224,542,597,521,130,1777,1710
"Selinsgrove, PA Micro Area",1111,935,1423,1703,2225,2203,1924,1473,677,630,277,205,1194,1246
"Selma, AL Micro Area",863,813,1047,1515,1518,1725,1715,1081,547,454,242,102,1017,878
"Seneca, SC Micro Area",859,923,1197,2564,3595,3612,3984,2297,1295,1361,580,502,1807,2352
"Seneca Falls, NY Micro Area",813,597,769,1943,1440,2393,1659,1301,778,705,194,118,945,807
"Sevierville, TN Micro Area",1383,851,1374,2437,4152,6638,5434,4061,2783,3040,1555,757,3330,3455
"Seymour, IN Micro Area",1277,920,1540,2079,2160,2078,2332,1222,598,555,315,160,1655,1997
"Shawnee, OK Micro Area",1469,977,1481,3072,2678,4160,4490,2057,1160,1066,629,384,2039,2258
"Sheboygan, WI Metro Area",2930,2501,4248,4892,6104,6348,7768,3399,1826,1906,1468,743,6159,5920
"Shelby, NC Micro Area",1077,1133,2245,3438,4263,5484,7066,3282,1517,1678,953,257,3025,2688
"Shelbyville, TN Micro Area",1162,952,1861,2328,2071,2679,1907,1266,197,290,233,230,1443,1344
"Shelton, WA Micro Area",1989,1473,1620,1792,2388,2950,1747,1801,579,1045,572,222,1600,1209
"Sheridan, WY Micro Area",510,557,1021,1152,1653,2598,2510,980,602,550,378,87,789,769
"Sherman-Denison, TX Metro Area",2379,2061,3021,4432,4423,6965,7863,4214,1913,2331,1549,664,3977,4112
"Show Low, AZ Micro Area",1626,1629,1779,2460,3729,4026,5372,2380,1442,1478,896,490,1764,1862
"Shreveport-Bossier City, LA Metro Area",8243,5731,8187,15553,20012,27738,25927,14946,7263,8822,5095,1924,12623,12868
"Sidney, OH Micro Area",1039,1185,1742,2558,2592,2305,2768,1146,739,867,386,142,1762,2508
"Sierra Vista-Douglas, AZ Micro Area",2491,2511,2923,5008,5670,6856,6364,4280,1884,1927,1280,698,2893,3252
"Sikeston, MO Micro Area",929,710,1023,1694,2176,2663,2436,1028,355,570,323,64,1379,1532
"Silver City, NM Micro Area",459,551,362,858,1405,1129,2055,743,519,515,119,167,566,1046
"Silverthorne, CO Micro Area",282,111,519,814,987,2458,2636,2600,1300,1263,755,179,1248,617
"Sioux City, IA-NE-SD Metro Area",3026,2732,3498,5334,6394,9636,10609,5560,2729,2578,1286,907,7940,6140
"Sioux Falls, SD Metro Area",3916,2909,5285,7851,13168,20142,22074,14147,4863,4956,2959,1448,7815,8969
"Snyder, TX Micro Area",428,292,477,828,985,998,894,740,280,288,165,126,167,362
"Somerset, KY Micro Area",760,835,1221,1612,1824,3804,4627,2367,838,1128,633,230,1940,2490
"Somerset, PA Micro Area",2177,1645,2211,2734,3710,3863,4068,2695,1290,1188,624,338,2630,1907
"South Bend-Mishawaka, IN-MI Metro Area",7100,5249,6936,9572,13039,19009,21026,12290,6436,8678,3754,2006,10909,10270
"Southern Pines-Pinehurst, NC Micro Area",700,1031,1139,3551,3325,6836,4677,3832,1556,1917,826,525,1798,1851
"Spartanburg, SC Metro Area",4164,3221,4892,9603,12673,19193,17280,11123,5489,5324,2792,1206,8403,11186
"Spearfish, SD Micro Area",431,412,653,1015,1091,1518,1820,1243,570,633,328,85,1066,769
"Spencer, IA Micro Area",352,219,499,528,1040,1310,1495,616,384,334,258,64,550,429
"Spirit Lake, IA Micro Area",199,188,449,462,962,1232,1729,981,445,327,156,115,474,562
"Spokane, WA Metro Area",8920,6871,9853,16993,21196,27884,28251,17826,9226,11851,6010,3556,16323,13301
"Springfield, IL Metro Area",2634,2009,3289,7051,11982,16790,19616,12792,5106,4106,2307,920,6393,5358
"Springfield, MA Metro Area",10608,8824,13080,23659,31714,40999,38997,35827,19626,20309,8115,4374,26443,21519
"Springfield, MO Metro Area",7105,5448,8296,14386,19645,30971,29855,20438,8083,10061,4806,3158,14071,16494
"Springfield, OH Metro Area",2340,2623,3180,4630,6265,6554,8444,4715,2453,2340,1397,658,5546,5691
"Starkville, MS Micro Area",729,476,369,1361,1764,2226,3351,2214,828,970,542,101,1878,1991
"State College, PA Metro Area",1992,1318,2293,3988,6046,8607,10702,8448,5055,5895,3009,1156,5285,4929
"Statesboro, GA Micro Area",1182,806,1334,1966,2799,3710,4030,2397,1305,2025,598,379,2213,2942
"Statesville-Mooresville, NC Micro Area",2563,2093,3849,7287,8112,9926,8815,7428,3064,3343,1172,766,3916,4748
"Staunton-Waynesboro, VA Micro Area",2348,2471,3160,4107,4873,7613,8467,5324,2513,2257,1231,538,3975,3634
"Stephenville, TX Micro Area",966,451,542,1284,1413,3528,2977,1676,502,1125,312,60,1326,1467
"Sterling, CO Micro Area",733,399,688,631,1119,1172,1812,541,487,621,203,284,852,867
"Sterling, IL Micro Area",2144,1342,1593,2444,2777,2866,4273,1773,817,778,362,270,2315,1644
"Steubenville-Weirton, OH-WV Metro Area",2660,2418,3474,4758,4676,5621,5176,4776,2613,2594,900,759,4578,4752
"Stevens Point, WI Micro Area",1192,1093,1642,2544,4108,4334,4788,2738,1485,2039,1219,470,3446,3078
"Stillwater, OK Micro Area",869,906,1205,2201,3450,4226,6345,3629,2274,2259,1253,651,3195,3378
"Stockton, CA Metro Area",23760,15685,14833,22683,22475,29806,27961,20237,9947,13150,7057,3902,20381,17403
"Storm Lake, IA Micro Area",347,463,767,656,955,1058,1430,747,325,409,244,105,1350,813
"Sturgis, MI Micro Area",1432,1078,1543,3457,2345,3520,2042,2055,714,882,390,237,1766,1682
"Sulphur Springs, TX Micro Area",882,528,754,1168,1350,2180,2830,1032,528,470,285,51,735,932
"Summerville, GA Micro Area",247,221,305,723,648,3092,927,1113,80,280,76,62,375,1041
"Sumter, SC Metro Area",1406,1306,1823,3347,5167,8103,6273,4159,1917,1596,690,233,3012,3149
"Sunbury, PA Micro Area",2100,2030,2310,4061,4311,5395,4383,3293,1451,1545,755,507,3431,3793
"Susanville, CA Micro Area",321,945,908,794,769,1012,1453,832,403,446,158,182,1088,389
"Sweetwater, TX Micro Area",371,162,266,533,660,924,1300,462,362,215,124,58,583,459
"Syracuse, NY Metro Area",9529,6850,12255,22011,30596,43872,44361,32995,16914,16711,7268,4371,21141,21984
"Tahlequah, OK Micro Area",777,589,456,1311,1710,2794,3145,1905,676,1207,397,136,1199,1225
"Talladega-Sylacauga, AL Micro Area",2500,2212,2576,3025,3211,4045,3296,1698,705,712,629,360,2594,2365
"Tallahassee, FL Metro Area",3925,2666,4155,8783,16742,27051,28713,21316,10798,11066,4862,2281,10257,11445
"Tallulah, LA Micro Area",111,69,136,350,245,1035,430,808,103,112,60,50,129,279
"Tampa-St. Petersburg-Clearwater, FL Metro Area",37335,30822,45519,96503,114237,177445,140363,155960,73057,83446,33293,17298,72822,73303
"Taos, NM Micro Area",240,236,754,669,736,1858,2242,1701,834,961,393,352,832,492
"Taylorville, IL Micro Area",947,698,730,1616,1930,2230,2230,1209,353,445,189,86,897,1182
"Terre Haute, IN Metro Area",4127,3165,3967,4842,7456,8806,11881,5043,2858,2879,1566,777,6750,7639
"Texarkana, TX-Texarkana, AR Metro Area",2254,2109,3749,5293,5976,7583,8522,4347,2131,2463,1448,645,3576,3938
"The Dalles, OR Micro Area",168,458,651,560,1267,1497,1549,835,297,536,210,144,553,440
"The Villages, FL Micro Area",965,617,851,1658,2151,3203,3098,1787,815,955,711,353,904,1008
"Thomaston, GA Micro Area",240,307,337,1180,1106,1420,1349,807,242,447,320,61,777,972
"Thomasville, GA Micro Area",737,289,674,1353,2019,3096,2388,1227,569,573,280,252,817,800
"Thomasville-Lexington, NC Micro Area",2413,2510,3782,5913,8327,12410,10694,5858,2796,2962,1743,413,4729,5143
"Tiffin, OH Micro Area",908,951,1237,2101,2596,2913,3421,1707,996,1092,635,411,2423,3113
"Tifton, GA Micro Area",591,398,557,1072,1344,2164,3963,1983,772,648,275,63,983,1300
"Toccoa, GA Micro Area",291,212,636,665,1271,1792,1248,821,331,340,196,195,752,856
"Toledo, OH Metro Area",9288,7573,12438,20727,27542,37867,40240,28715,15446,16185,6926,4296,25747,29146
"Topeka, KS Metro Area",3589,3093,5068,8947,12527,17411,20647,9368,3939,4137,2472,1128,7834,7794
"Torrington, CT Micro Area",2334,2990,4477,8323,11383,13549,12871,11513,6479,5490,2164,1006,5948,4068
"Traverse City, MI Micro Area",1745,1601,2529,4098,5654,9266,10543,7106,3508,3843,1926,729,5286,4394
"Trenton-Ewing, NJ Metro Area",3180,4072,5375,12592,14816,23304,23264,23627,14342,11489,4968,2292,10644,9384
"Troy, AL Micro Area",1324,820,683,999,1421,2215,1792,804,429,348,206,135,1195,1234
"Truckee-Grass Valley, CA Micro Area",1313,798,1468,2936,3571,5336,5379,4502,2824,3387,1487,464,1878,1956
"Tucson, AZ Metro Area",19372,17617,22868,36217,40875,57393,48395,37436,19590,24717,11379,5566,29217,26060
"Tullahoma, TN Micro Area",1999,1958,2200,4088,5098,5589,5484,2063,1140,1243,786,491,3042,3497
"Tulsa, OK Metro Area",18469,13773,20428,32297,43771,66999,65063,42659,21902,22487,10437,4527,27768,27477
"Tupelo, MS Micro Area",2742,1915,3787,7215,8418,9987,8471,4070,1583,1842,678,430,3008,3347
"Tuscaloosa, AL Metro Area",3040,4108,5236,9624,9777,15022,12573,7083,3207,4284,1636,763,6614,7377
"Tuskegee, AL Micro Area",527,143,383,562,881,1355,963,576,114,275,132,135,893,576
"Twin Falls, ID Micro Area",1702,1240,1945,3213,4016,6320,7186,4007,2066,2104,1018,504,2372,3381
"Tyler, TX Metro Area",4611,2884,3231,6818,9040,14474,14443,7868,4109,4818,2146,1210,5180,6500
"Ukiah, CA Micro Area",1753,828,1097,2316,2878,3556,5984,4083,2604,3033,1254,585,2205,1394
"Union, SC Micro Area",497,530,664,1103,936,1989,1489,601,325,267,254,94,731,846
"Union City, TN-KY Micro Area",558,520,608,1252,2759,2494,2050,911,580,497,280,186,1114,1074
"Urbana, OH Micro Area",766,928,1439,1839,2091,2384,1868,1260,488,699,291,269,1318,1157
"Utica-Rome, NY Metro Area",5440,3063,5462,10234,13537,16879,19239,14065,7156,6016,2514,1268,10893,9746
"Utuado, PR Micro Area",536,342,197,839,800,1479,1014,355,109,173,96,57,331,424
"Uvalde, TX Micro Area",322,368,355,579,920,1354,2323,926,292,530,158,108,444,702
"Valdosta, GA Metro Area",1878,1358,2458,4997,5881,8523,8479,5441,2417,3072,1651,761,5315,5248
"Vallejo-Fairfield, CA Metro Area",10712,9500,11440,17788,18474,24572,19253,14361,7492,9503,5500,2682,13653,12314
"Valley, AL Micro Area",605,662,499,1358,820,1945,1801,1199,580,379,163,59,1183,1176
"Van Wert, OH Micro Area",683,487,849,1046,1600,1554,1930,717,343,501,231,108,1176,1400
"Vermillion, SD Micro Area",96,155,209,246,361,695,1302,700,359,537,271,179,842,897
"Vernal, UT Micro Area",1106,779,865,909,1523,1623,2315,1021,634,591,400,153,607,1003
"Vernon, TX Micro Area",274,171,278,462,747,812,1309,265,69,139,63,41,364,383
"Vicksburg, MS Micro Area",493,938,1101,1993,3116,3171,2731,2027,681,859,173,101,1209,1177
"Victoria, TX Metro Area",2640,2110,2622,5325,5658,7613,8171,4140,1631,2443,1314,635,2294,3478
"Vidalia, GA Micro Area",1024,699,551,1415,1383,2571,2289,1175,359,433,290,163,588,732
"Vincennes, IN Micro Area",772,421,1153,1282,1935,2383,2752,1165,535,704,254,114,1416,1673
"Vineland-Millville-Bridgeton, NJ Metro Area",2459,2573,4240,5884,6177,8711,7594,5565,3580,2377,1216,569,4717,4631
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",31441,34339,48528,85497,92073,109291,92664,81119,43521,44906,19649,9261,51784,49053
"Visalia-Porterville, CA Metro Area",12901,10713,12283,16250,13566,18976,20344,12858,5921,6360,3952,2100,11041,10843
"Wabash, IN Micro Area",775,498,936,1156,1777,1472,2172,1036,505,444,279,149,1371,1052
"Waco, TX Metro Area",3672,3020,4823,7607,10416,16188,17765,8023,3968,5308,2414,1273,8221,7673
"Wahpeton, ND-MN Micro Area",333,221,602,1068,1340,1795,2062,830,386,359,298,115,746,772
"Walla Walla, WA Micro Area",1072,917,1136,1383,2557,3208,4500,1907,1182,1096,759,563,2110,1652
"Walterboro, SC Micro Area",1036,1141,819,1249,1273,2214,2128,957,592,476,286,40,903,650
"Wapakoneta, OH Micro Area",1401,1087,1366,1939,2450,2790,2529,1360,810,707,367,143,2188,2021
"Warner Robins, GA Metro Area",1902,2594,3126,5784,7705,10644,9101,5407,3345,2556,1735,544,3809,4713
"Warren, PA Micro Area",862,665,1289,1719,2112,2388,2747,1249,605,832,343,134,1399,1603
"Warrensburg, MO Micro Area",1124,774,1493,2738,2912,3931,2597,1815,637,781,444,477,2442,2433
"Warsaw, IN Micro Area",3069,1996,2905,2068,4463,3723,4798,2046,1528,1394,663,431,3057,2456
"Washington, IN Micro Area",686,996,1367,1545,1648,1604,1783,936,407,449,115,27,875,868
"Washington, NC Micro Area",629,608,1161,1272,2188,2865,3103,2146,1008,854,354,110,959,1155
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",104161,117906,141189,262361,266381,396216,324505,374867,221511,229226,80737,34129,139587,132300
"Washington Court House, OH Micro Area",1148,531,650,1076,1416,1164,1364,951,591,560,241,196,1146,1121
"Waterloo-Cedar Falls, IA Metro Area",2897,2701,4753,6113,9338,9601,11604,7171,3597,3252,2044,938,9209,7013
"Watertown, SD Micro Area",931,641,781,1080,1714,2070,3480,1587,518,861,236,196,983,1166
"Watertown-Fort Atkinson, WI Micro Area",2513,2534,3514,4496,5000,5117,4699,2905,1137,1481,982,413,3752,2776
"Watertown-Fort Drum, NY Micro Area",1920,2180,4588,7349,7352,6386,6385,3439,2240,1922,761,571,2959,2909
"Wauchula, FL Micro Area",250,820,262,2150,1282,1926,745,711,135,317,242,53,343,431
"Wausau, WI Metro Area",3216,2692,4625,6352,7583,10032,9187,4585,2083,2306,1372,530,6271,4537
"Waycross, GA Micro Area",923,522,1129,2089,2474,3054,2709,1914,691,513,290,267,1235,1462
"Weatherford, OK Micro Area",350,515,463,801,770,1609,2531,1289,837,709,435,152,1071,1430
"Wenatchee-East Wenatchee, WA Metro Area",2075,2212,2922,3888,5601,7395,7389,3796,1926,1795,1327,981,2828,2880
"West Plains, MO Micro Area",564,430,662,1272,1691,2781,3197,1016,516,480,128,83,1261,1042
"West Point, MS Micro Area",424,505,529,914,720,732,1028,390,178,234,137,64,656,640
"Wheeling, WV-OH Metro Area",2511,2372,3383,5280,5969,7528,8078,6953,3125,2816,1361,811,5646,5695
"Whitewater, WI Micro Area",2360,2067,3334,4688,5757,7154,5020,4160,1592,2194,1289,694,4434,3588
"Wichita, KS Metro Area",11413,8693,14093,23289,33368,42894,45429,24275,12957,13280,6889,3317,22356,21689
"Wichita Falls, TX Metro Area",2993,1768,3065,5009,8427,10142,12171,5485,2350,2902,2034,729,4209,5685
"Williamsport, PA Metro Area",2713,2068,2954,4656,6123,6286,7212,4468,2595,2316,1224,628,4464,4366
"Willimantic, CT Micro Area",2363,1828,3237,5250,6819,7368,7003,5400,2283,2108,1673,631,4927,4003
"Williston, ND Micro Area",743,366,774,809,1008,1438,2776,1510,462,667,327,149,310,764
"Willmar, MN Micro Area",789,576,947,1493,2273,3138,3986,1552,748,1006,312,180,1929,1617
"Wilmington, NC Metro Area",4189,3854,5854,11463,15433,24350,23157,17090,9015,11479,4875,2388,10204,11908
"Wilmington, OH Micro Area",909,715,1331,1464,1871,2414,2104,1096,889,943,484,198,1632,1668
"Wilson, NC Micro Area",1278,997,1468,2857,3676,5014,4999,3649,1275,1605,727,349,2564,2434
"Winchester, VA-WV Metro Area",4743,2350,4438,5013,6108,8089,7025,5313,3101,2965,901,493,3505,4356
"Winfield, KS Micro Area",562,585,1038,985,1714,2373,2568,902,394,524,290,122,1671,1499
"Winona, MN Micro Area",1168,986,1599,2021,2993,3591,3629,2263,983,1080,611,335,2593,2281
"Winston-Salem, NC Metro Area",5848,5321,7458,17292,20436,33348,30846,21835,10384,11046,5684,2552,14323,16311
"Woodward, OK Micro Area",549,463,420,731,911,1342,1677,1003,260,325,230,51,434,666
"Wooster, OH Micro Area",2810,1953,3339,4836,6453,5907,6114,4743,2611,2463,1116,663,3910,3990
"Worcester, MA Metro Area",11642,12215,17435,34875,39651,56687,46719,46766,21503,20125,8983,4197,27858,23347
"Worthington, MN Micro Area",340,475,883,876,895,1176,1579,806,251,430,171,52,1222,859
"Yakima, WA Metro Area",5665,4293,5827,9761,10583,13673,12251,7376,3514,4106,2110,1334,6454,5415
"Yankton, SD Micro Area",455,316,624,734,900,1286,1988,1058,616,579,307,84,1004,778
"Yauco, PR Metro Area",1325,733,1654,3068,2928,4765,3197,1403,738,500,357,191,1259,1009
"Yazoo City, MS Micro Area",298,398,450,821,1441,1507,894,836,211,205,101,1,634,708
"York-Hanover, PA Metro Area",11868,8826,13729,21510,25772,27168,22776,16549,9040,8747,3933,2152,14968,17462
"Youngstown-Warren-Boardman, OH-PA Metro Area",8880,7561,12000,18856,22653,27635,30948,21040,12828,13052,6127,3007,21023,21392
"Yuba City, CA Metro Area",4553,3769,4430,6194,6455,7168,7371,4039,1635,2978,1687,1073,4153,4323
"Yuma, AZ Metro Area",6073,3935,4968,6627,7373,7932,8765,4432,2052,2553,1617,860,5163,4861
"Zanesville, OH Micro Area",2108,1634,2436,3214,3918,3753,4206,3099,1734,1538,1069,372,2735,3168
